REST LAYER,DATA LAYER,PARENT LAYER,SOURCE,SOURCE URL,TOPICS,MAIN THEME,SubTheme,Raw Data Link,REST Endpoint,REST Array Number,REST Sublayer Array Numbers,source metadata url,local metadata url,Comments,kml,Attributes,Attributes Display Name,Hover Description,Description
"Bottlenose Dolphin, Atlantic Winter",Bottlenose Dolphin (Winter),Marine Mammals,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,Habitat,Marine Species,,http://www.marinecadastre.gov/data/default.aspx,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/MarineMammalsAndSeaTurtles/MapServer,9,,,http://csc.noaa.gov/digitalcoast/tools/mmc,,,,,These data originate from reports prepared for or by the US Navy and provide model results for Bottlenose Dolphin density estimates by season.,"The marine mammal and sea turtle density estimates are model results that show estimates of the average number of animals present during a given season for each 1 Km2 block. Because marine mammals often occur in groups and are highly mobile most of the average numbers of animals/Km2 values are less than 1. For example, a value of 0.5 animals/ Km2 for bottlenose dolphins during the summer for a particular block can mean that on average 1 animal would be expected to be present in that block every other day or, 1 group of 5 animals once over a 10 day period. These data originate from reports prepared for or by the US Navy and NOAA Fisheries. The data were intended for use in determination of potential impacts of military operations to marine mammal and sea turtle species, and for preparation of associated Marine Mammal Protection Act take permit authorizations and Endangered Species Act Section 7 Consultation."
"Bottlenose Dolphin, Atlantic Fall",Bottlenose Dolphin (Fall),Marine Mammals,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,Habitat,Marine Species,,http://www.marinecadastre.gov/data/default.aspx,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/MarineMammalsAndSeaTurtles/MapServer,59,,,http://csc.noaa.gov/digitalcoast/tools/mmc,,,,,These data originate from reports prepared for or by the US Navy and provide model results for Bottlenose Dolphin density estimates by season.,"The marine mammal and sea turtle density estimates are model results that show estimates of the average number of animals present during a given season for each 1 Km2 block. Because marine mammals often occur in groups and are highly mobile most of the average numbers of animals/Km2 values are less than 1. For example, a value of 0.5 animals/ Km2 for bottlenose dolphins during the summer for a particular block can mean that on average 1 animal would be expected to be present in that block every other day or, 1 group of 5 animals once over a 10 day period. These data originate from reports prepared for or by the US Navy and NOAA Fisheries. The data were intended for use in determination of potential impacts of military operations to marine mammal and sea turtle species, and for preparation of associated Marine Mammal Protection Act take permit authorizations and Endangered Species Act Section 7 Consultation."
"Bottlenose Dolphin, Atlantic Spring",Bottlenose Dolphin (Spring),Marine Mammals,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,Habitat,Marine Species,,http://www.marinecadastre.gov/data/default.aspx,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/MarineMammalsAndSeaTurtles/MapServer,25,,,http://csc.noaa.gov/digitalcoast/tools/mmc,,,,,These data originate from reports prepared for or by the US Navy and provide model results for Bottlenose Dolphin density estimates by season.,"The marine mammal and sea turtle density estimates are model results that show estimates of the average number of animals present during a given season for each 1 Km2 block. Because marine mammals often occur in groups and are highly mobile most of the average numbers of animals/Km2 values are less than 1. For example, a value of 0.5 animals/ Km2 for bottlenose dolphins during the summer for a particular block can mean that on average 1 animal would be expected to be present in that block every other day or, 1 group of 5 animals once over a 10 day period. These data originate from reports prepared for or by the US Navy and NOAA Fisheries. The data were intended for use in determination of potential impacts of military operations to marine mammal and sea turtle species, and for preparation of associated Marine Mammal Protection Act take permit authorizations and Endangered Species Act Section 7 Consultation."
"Bottlenose Dolphin, Atlantic Summer",Bottlenose Dolphin (Summer),Marine Mammals,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,Habitat,Marine Species,,http://www.marinecadastre.gov/data/default.aspx,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/MarineMammalsAndSeaTurtles/MapServer,44,,,http://csc.noaa.gov/digitalcoast/tools/mmc,,,,,These data originate from reports prepared for or by the US Navy and provide model results for Bottlenose Dolphin density estimates by season.,"The marine mammal and sea turtle density estimates are model results that show estimates of the average number of animals present during a given season for each 1 Km2 block. Because marine mammals often occur in groups and are highly mobile most of the average numbers of animals/Km2 values are less than 1. For example, a value of 0.5 animals/ Km2 for bottlenose dolphins during the summer for a particular block can mean that on average 1 animal would be expected to be present in that block every other day or, 1 group of 5 animals once over a 10 day period. These data originate from reports prepared for or by the US Navy and NOAA Fisheries. The data were intended for use in determination of potential impacts of military operations to marine mammal and sea turtle species, and for preparation of associated Marine Mammal Protection Act take permit authorizations and Endangered Species Act Section 7 Consultation."
Sea Turtles,Sea Turtles,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,66,,,,,,,,These data originate from reports prepared for or by the US Navy and provide model results for Bottlenose Dolphin density estimates by season.,Sea turtle nesting and in-water distribution data available for the southeastern region.
Loggerhead Turtle Nests (North Carolina),Sea Turtle Nests (North Carolina),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,67,,http://gsaaportal.org/media/metadata/xml/TurtleNests_NC_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_NC_export.html,,,"Location,MeanNestDensity,N_Years,CV",,North Carolina loggerhead sea turtle nesting data (2006-2011) provided by the NC Wildlife Resources Commission.,"Loggerhead sea turtle nesting data (2006-2011) provided by the NC Wildlife Resources Commission.  Beaches where loggerhead turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Loggerhead Turtle Nests (South Carolina),Sea Turtle Nests (South Carolina),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,68,,http://gsaaportal.org/media/metadata/xml/TurtleNests_SC_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_SC_export.html,,,"LocID,Location,Mean_NestD,N_YearsSur,CV",,South Carolina loggerhead sea turtle nesting data (2006-2011) provided by the SC Department of Natural Resources.,"Loggerhead sea turtle nesting data (2006-2011) provided by the South Carolina Department of Natural Resources.  Beaches where loggerhead turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Loggerhead Turtle Nests (Georgia),Sea Turtle Nests (Georgia),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,69,,http://gsaaportal.org/media/metadata/xml/TurtleNests_GA_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_GA_export.html,,,"Location,MeanNestDensity,N_Years,CV,Km",,Georgia loggerhead sea turtle nesting data (2006-2011) provided by the GA Department of Natural Resources.,"Loggerhead sea turtle nesting data (2006-2011) provided by the Georgia Department of Natural Resources.  Beaches where loggerhead turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Loggerhead Turtle Nests (Florida),Loggerhead Turtle Nests (Florida),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,70,,http://gsaaportal.org/media/metadata/xml/TurtleNests_FL_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_FL_export.html,,,"Beach,County,BeachNum,genSubUnt,ccMeanDens,ccCofVar,nYearsSurv,surveyLeng,ccDensClas,cmMeanDens,cmCofVar,cmDensClas,dcMeanDens,dcCofVar,dcDensClas,eiPresent,lkPresent",,Florida loggerhead sea turtle nesting data (2006-2011) provided by the FL Fish and Wildlife Conservation Commission.,"Loggerhead sea turtle nesting data (2006-2011) provided by the Florida Fish and Wildlife Conservation Commission.  Beaches where loggerhead turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along a genetic subunit of that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along along a genetic subunit of that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along along a genetic subunit of that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Green Turtle Nests (Florida),Green Turtle Nests (Florida),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,71,,http://gsaaportal.org/media/metadata/xml/TurtleNests_FL_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_FL_export.html,,,"Beach,County,BeachNum,genSubUnt,ccMeanDens,ccCofVar,nYearsSurv,surveyLeng,ccDensClas,cmMeanDens,cmCofVar,cmDensClas,dcMeanDens,dcCofVar,dcDensClas,eiPresent,lkPresent",,Florida green turtle nesting data (2006-2011) provided by the FL Fish and Wildlife Conservation Commission.,"Green sea turtle nesting data (2006-2011) provided by the Florida Fish and Wildlife Conservation Commission.  Beaches where green sea turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along along  that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along along  that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Hawksbill Turtle Nests (Florida),Hawksbill Turtle Nests (Florida),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,72,,http://gsaaportal.org/media/metadata/xml/TurtleNests_FL_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_FL_export.html,,,"Beach,County,BeachNum,genSubUnt,ccMeanDens,ccCofVar,nYearsSurv,surveyLeng,ccDensClas,cmMeanDens,cmCofVar,cmDensClas,dcMeanDens,dcCofVar,dcDensClas,eiPresent,lkPresent",,Florida hawksbill sea turtle nesting data (2006-2011) provided by the FL Fish and Wildlife Conservation Commission.,Hawksbill sea turtle nesting data (2006-2011) provided by the Florida Fish and Wildlife Conservation Commission.  Beaches where hawksbill sea turtle nest densities were present are coded as red.  Beaches where hawksbill sea turtle nests were absent are coded as green.   Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach.
Kemp's Ridley Turtle Nests (Florida),Kemp's Ridley Turtle Nests (Florida),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,73,,http://gsaaportal.org/media/metadata/xml/TurtleNests_FL_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_FL_export.html,,,"Beach,County,BeachNum,genSubUnt,ccMeanDens,ccCofVar,nYearsSurv,surveyLeng,ccDensClas,cmMeanDens,cmCofVar,cmDensClas,dcMeanDens,dcCofVar,dcDensClas,eiPresent,lkPresent",,Florida Kemp's ridley sea turtle nesting data (2006-2011) provided by the FL Fish and Wildlife Conservation Commission.,Kemp's ridley sea turtle nesting data (2006-2011) provided by the Florida Fish and Wildlife Conservation Commission.  Beaches where Kemp's ridley sea turtle nest densities were present are coded as red.  Beaches where Kemp's ridley  sea turtle nests were absent are coded as green.   Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach.
Leatherback Turtle Nests (Florida),Leatherback Turtle Nests (Florida),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,74,,http://gsaaportal.org/media/metadata/xml/TurtleNests_FL_export.xml,http://gsaaportal.org/media/metadata/html/TurtleNests_FL_export.html,,,"Beach,County,BeachNum,genSubUnt,ccMeanDens,ccCofVar,nYearsSurv,surveyLeng,ccDensClas,cmMeanDens,cmCofVar,cmDensClas,dcMeanDens,dcCofVar,dcDensClas,eiPresent,lkPresent",,Florida leatherback sea turtle nesting data (2006-2011) provided by the FL Fish and Wildlife Conservation Commission.,"Leatherback sea turtle nesting data (2006-2011) provided by the Florida Fish and Wildlife Conservation Commission.  Beaches where leatherback sea turtle nest densities were relatively high (> 75th numeric percentile of all beach nesting densities along that state's coastline) were coded as red.  Beaches with moderate nest densities (>= 25th and <= 75th numerical percentile of all beach nesting densities along along  that state's coastline) were coded as yellow, and beaches where turtle nest densities were relatively low (< 25th numerical percentile of all beach nesting densities along along  that state's coastline) were coded as green. Direct contact by managers with the appropriate state data provider is highly recommended to obtain more detailed information about the surveys of a particular beach."
Loggerhead Sea Turtle Trawl Survey,In-water Loggerhead Sea Turtle (Trawl Survey),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,75,,http://gsaaportal.org/media/metadata/xml/InWaterLogger_export.xml,http://gsaaportal.org/media/metadata/html/InWaterLogger_export.html,,,"N_Coll,Freq_Occ,MeanCPUE,CV_CPUE,BLOCK",,Distribution and relative frequency of occurance of loggerhead sea turtles captured in a SC Department of Natural Resources in-water turtle survey (2008-2012),"Distribution, relative frequency of abundance, and mean CPUE of loggerhead sea turtles captured in a South Carolina Department of Natural Resources managed in-water turtle survey (2008-2012) using bottom trawls.  Sampling extends from Winyah Bay SC to St. Augustine, FL.  Frequency of occurrence ,mean catch per unit effort (CPUE), and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High frequency of occurrence (> 75th numeric percentile of all grid cell  values observed) are red.  Moderate frequency of occurrence  (>= 25th and <= 75th numerical percentile of all values observed) are yellow, and Low frequency of occurrence (< 25th numerical percentile of all  values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Kemp's Ridley Sea Turtle Trawl Survey,In-water Kemp's Ridley Sea Turtle (Trawl Survey),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,76,,http://gsaaportal.org/media/metadata/xml/InWaterKemps_export.xml,http://gsaaportal.org/media/metadata/html/InWaterKemps_export.html,,,"N_Coll,Freq_Occ,MeanCPUE,CV_CPUE,BLOCK",,Distribution and percent occurence of Kemp's ridley sea turtles captured in the SC Department of Natural Resources managed in-water turtle survey (2008-2012).,"Distribution, relative frequency of abundance, and mean CPUE of Kemp's ridley  sea turtles captured in a South Carolina Department of Natural Resources managed in-water turtle survey (2008-2012) using bottom trawls.  Sampling extends from Winyah Bay SC to St. Augustine, FL.  Frequency of occurrence ,mean catch per unit effort (CPUE), and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High frequency of occurrence (> 75th numeric percentile of all grid cell  values observed) are red.  Moderate frequency of occurrence  (>= 25th and <= 75th numerical percentile of all values observed) are yellow, and Low frequency of occurrence (< 25th numerical percentile of all  values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Loggerhead Sea Turtle SEAMAP Survey,In-water Loggerhead Sea Turtle (SEAMAP Survey),Sea Turtles,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,77,,http://gsaaportal.org/media/metadata/xml/SEAMAP_turtle_export.xml,http://gsaaportal.org/media/metadata/html/SEAMAP_turtle_export.html,,,"N_Coll,Freq_Occ,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Distribution and percent occurrence of loggerhead sea turtles captured in Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) coastal surveys conducted between 2006-2010.,"The distribution and percent occurrence of loggerhead sea turtles  were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design.  Percent occurrence ,mean catch per unit effort (CPUE), and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High percent occurrence (> 75th numeric percentile of all grid cell  values observed) are red.  Moderate percent occurrence  (>= 25th and <= 75th numerical percentile of all values observed) are yellow, and Low percent occurrence (< 25th numerical percentile of all  values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Ocean Dredge Material Disposal Areas,Ocean Dredge Material Disposal Areas,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Ocean Uses,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,1,,,,,,,,,Location of Ocean Dredged Material Disposal Sites (ODMDS) in the southeastern U.S.
ODMDS (North Carolina),Dredge Material Disposal Sites North Carolina,Ocean Dredge Material Disposal Areas,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,2,,http://gsaaportal.org/media/metadata/xml/ODMDS_NC_export.xml,http://gsaaportal.org/media/metadata/html/ODMDS_NC_export.html,,,"SiteLabel,State",,Location of Ocean Dredged Material Disposal Sites off North Carolina.,Location of Ocean Dredged Material Disposal Sites off North Carolina.
ODMDS (South Carolina),Dredge Material Disposal Sites South Carolina,Ocean Dredge Material Disposal Areas,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,3,,http://gsaaportal.org/media/metadata/xml/ODMDS_SC_export.xml,http://gsaaportal.org/media/metadata/html/ODMDS_SC_export.html,,,"PROJ_NAME,NARRATIVE,STATUS_D,SiteLabel",,Location of Ocean Dredged Material Disposal Sites off South Carolina,Location of Ocean Dredged Material Disposal Sites off South Carolina.
ODMDS (Georgia),Dredge Material Disposal Sites Georgia,Ocean Dredge Material Disposal Areas,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,4,,http://gsaaportal.org/media/metadata/xml/ODMDS_GA_export.xml,http://gsaaportal.org/media/metadata/html/ODMDS_GA_export.html,,,"DRGMAT_ID,MAP_ID,META_ID,COORD_ID,GRID_VALUE,SUR_CRS_ID,UP_RIV_MIL,DN_RIV_MIL,DATE_START,DATE_END,VOLUME_U_D,VOLUME,AREA_SIZE,AREA_U_D,PERIM,PERIM_U_D,INSTLN_ID,FACIL_ID,USER_FLAG,DPTHMNT_ID,COORD_X,COORD_Y,COORD_Z,AREA_DESC,BATHY_ID,DRGTYP_D,HYDSRV_ID,PROJ_NAME,DEP_DAT_D,DEPTH_U_D,MIN_DEPTH,DRGPUR_D,PLACTYP_D,BU_CAT_D,NARRATIVE,AGENCY_ID,STATE_D,CITY,COUNTY,OP_STAT_D,SUBTYPE_ID,RESTRICTN,SIDEBANK_D,PERIMETER,FEAT_NAME,FEAT_DESC,DATE_DESIG,DATE_BUILT,ELEVATION,ELEV_U_D,DIKE_HT,HEIGHT_U_D,PROJECT_ID,ACQ_TYP_D,PRMT_TYP_D,TONS_MATE,LITTORAL_C,MIN_FLOW_R,MAX_FLOW_R,FLOW_U_D,DIST_NAME,HAB_ZON_D,XREF_IMAGE,CRN_WIDTH,STATUS_D,RULEID,ZONE_ARC,ZONE_LEN,ZONE_WIDTH,DIM_U_D,FEM_ID,IFB_ID,P2_ID,CON_AWARD,CONTRCT_ID,PERMIT_ID",,Location of Ocean Dredged Material Disposal Sites off Georgia.,Location of Ocean Dredged Material Disposal Sites off Georgia.
ODMDS (Florida),Dredge Material Disposal Sites Florida,Ocean Dredge Material Disposal Areas,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,5,,http://gsaaportal.org/media/metadata/xml/ODMDS_FL_export.xml,http://gsaaportal.org/media/metadata/html/ODMDS_FL_export.html,,,"SiteLabel,State",,Location of Ocean Dredged Material Disposal Sites off Florida.,Location of Ocean Dredged Material Disposal Sites off Florida.
Artificial Reefs,Artificial Reefs,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Ocean Uses,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,6,,,,,,,,,Location of artificial reef sites maintained by each state in the southeastern U.S.
Artificial Reefs (North Carolina),Artificial Reefs (North Carolina),Artificial Reefs,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,7,,http://gsaaportal.org/media/metadata/xml/ArtReefs_NC_export.xml,http://gsaaportal.org/media/metadata/html/ArtReefs_NC_export.html,,,"Area,SiteName,Latitude,Longitude,Material,Deployment",,Location of artificial reefs in the coastal waters off North Carolina,Location of artificial reefs in the coastal waters off North Carolina provided by the NC Department of Environment and Natural Resources.  These data are only accurate to the date of publication and new zones can be created at any time within one or more of the states.
Artificial Reefs (South Carolina),Artificial Reefs (South Carolina),Artificial Reefs,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,8,,http://gsaaportal.org/media/metadata/xml/ArtReefs_SC_export.xml,http://gsaaportal.org/media/metadata/html/ArtReefs_SC_export.html,,,"Waypoint,Symbol,Descriptio,Comment,Latitude,Longitude",,Location of artificial reefs in the coastal waters off South Carolina,Location of artificial reefs in the coastal waters off South Carolina provided by the SC Department of Natural Resources.  These data are only accurate to the date of publication and new zones can be created at any time within one or more of the states.
Artificial Reefs (Georgia),Artificial Reefs (Georgia),Artificial Reefs,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,9,,http://gsaaportal.org/media/metadata/xml/ArtReefs_GA_export.xml,http://gsaaportal.org/media/metadata/html/ArtReefs_GA_export.html,,,"REEF_NAME,REEFCODE,STRNUM,STRCODE,BUOYED,DESCRIPTIO,STRUCTURE,HEADING_DI,LATDD,LATMMMMM,LATITUDE,LONDD,LONMMMMM,LONGITUDE,PERMITTED_,STR_TYPE,PHOTO_LOC,PHOTO_NAME",,Location of artificial reefs in the coastal waters off Georgia,Location of artificial reefs in the coastal waters off Georgia provided by the GA Department of Natural Resources.  These data are only accurate to the date of publication and new zones can be created at any time within one or more of the states.
Artificial Reefs (Florida),Artificial Reefs (Florida),Artificial Reefs,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,10,,http://gsaaportal.org/media/metadata/xml/ArtReefs_FL_export.xml,http://gsaaportal.org/media/metadata/html/ArtReefs_FL_export.html,,,"County,GPS,Relief,Depth,Descriptio,Longitude,Latitude,Tons,Material,Name,Deployed,LatDecDeg,LongDecDeg",,Location of artificial reefs in the coastal waters off Florida,Location of artificial reefs in the coastal waters off Florida provided by the Florida Fish and Wildlife Conservation Commission.  These data are only accurate to the date of publication and new zones can be created at any time within one or more of the states.
Commercial Finfish Landings,Commercial Fisheries,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Ocean Uses,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,11,,,,,,,,,The National Marine Fisheries Service (NMFS) requires all commercial fishermen with a permit to harvest finfish collected in federal waters to report their landings and identify the location of harvest within a grid cell of 1 x 1 degree of latitude and longitude.  These data are maintained by the  Atlantic Coastal Cooperative Statistics Program (ACCSP).  Two data layers containing information on landings of the dominant finfish species (comprising 80% of the total regional catch) landed during the period from 2007 through 2011 are provided.
ACCSP Fish Landings By Area Code,Fish Landings (Area Code),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,12,,http://gsaaportal.org/media/metadata/xml/FishLandBlock_export.xml,http://gsaaportal.org/media/metadata/html/FishLandBlock_export.html,,,"AreaCode,AvgTotalLb,AvgTripLbs",,Fishery-independent finfish harvest data provided by the Atlantic Coastal Cooperative Stataistics Program (ACCSP) by block/area for landings from 2007-2011.,"Fishery-independent commercial finfish landings data by latitude provided by the Atlantic Coastal Cooperative Statistics Program (ACCSP) for years representing 2007-2011.   Average annual total pounds and number of years included are listed for all finfish species that comprise 80% of the total finfish catch for the region (included American shad, Atlantic croaker, ballyhoo, big eye tuna, black sea bass, bluefish, dolphin, flounder, forktail catfishes, gag grouper, greater amberjack, king mackerel, king whiting, little tuny, menhadens, smooth dogfish, Spanish mackerel,  spiny dogfish, spot,  striped bass, striped mullet, swordfish, trigger fishes, vermillion snapper, and yellowfin tuna).   Latitude summaries were the lowest possible level of detail available due to confidentiality rules.  Species not listed in a latitude bin did not meet confidentiality rules for data release.  "
ACCSP Fish Landings By Latitude and Species,Fish Landings (Latitude and Species),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,13,,http://gsaaportal.org/media/metadata/xml/FishLatBin_export.xml,http://gsaaportal.org/media/metadata/html/FishLatBin_export.html,,,"LatBinID,GrAmbrJkA,GrAmbrJkYr,BalyhooAv,BallyhooYr,BlkSBassAv,BlkSBassYr,StrpdBssAv,StrpdBssYr,BluefshAvg,BluefshYrs,FktCtfshAv,FktCtfshYr,AtCrkrAvg,AtCrkrYrs,SmtDgfshAv,SmtDgfshYr,SpyDgfshAv,SpyDgfshYr,DlpnAvg,DlpnYrs,FlndrAvrg,FlndrYrs,GagGrpAvg,GagGrpYrs,RedGrprAvg,RedGrprYrs,KgMckrlAv,KgMckrlYrs,SpshMckrlA,SpshMckrlY,MnhadnAvg,MnhadnYrs,StrpdMtAvg,StrpdMtYrs,AmrnShdAvg,AmrnShdYrs,VmlnSnprAv,VmlnSnprYr,YlwtlSnpAv,YlwtlSnpYr,SpotAvrg,SpotYrs,SwrdfshA,SwrdfshYrs,TrgrfshAvg,TrgrfshYrs,BEyeTnaAvg,BEyeTnaYrs,YlwfnTnaAv,YlwfnTnaYr,LtlTnnyAvg,LtlTnnyYrs,KngWhitngA,KngWhngYrs",,Fishery-independent finfish harvest data provided by the Atlantic Coastal Cooperative Stataistics Program (ACCSP) by latitude and species for landings from 2007-2011.,"Fishery-independent commercial finfish landings data by area code (1x1 degree of latitude and longitude) provided by the Atlantic Coastal Cooperative Statistics Program (ACCSP) for years representing 2007-2011.   Average annual total pounds and average total pounds per trip are reported for all finfish species that comprise 80% of the total finfish catch for the region (included American shad, Atlantic croaker, ballyhoo, big eye tuna, black sea bass, bluefish, dolphin, flounder, forktail catfishes, gag grouper, greater amberjack, king mackerel, king whiting, little tuny, menhadens, smooth dogfish, Spanish mackerel,  spiny dogfish, spot,  striped bass, striped mullet, swordfish, trigger fishes, vermillion snapper, and yellowfin tuna).   Area codes are color coded as follows:  High commercial finfish landings (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate commercial finfish landings (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low commercial finfish landings (< 25th numerical percentile of all CPUE values observed) are green.  Areas with no data did not meet ACCSP confidentiality rules.  "
